,HOST,OS,METHOD,ACCESS,CODE,BYTES
0,83.149.9.216,Mac_OS,GET,Manhã,200,203023
1,83.149.9.216,Mac_OS,GET,Manhã,200,171717
2,83.149.9.216,Mac_OS,GET,Manhã,200,26185
3,83.149.9.216,Mac_OS,GET,Manhã,200,7697
4,83.149.9.216,Mac_OS,GET,Manhã,200,2892
5,83.149.9.216,Mac_OS,GET,Manhã,200,430406
6,83.149.9.216,Mac_OS,GET,Manhã,200,38720
7,83.149.9.216,Mac_OS,GET,Manhã,200,41820
8,83.149.9.216,Mac_OS,GET,Manhã,200,52878
9,83.149.9.216,Mac_OS,GET,Manhã,200,321631
10,83.149.9.216,Mac_OS,GET,Manhã,200,2126
11,83.149.9.216,Mac_OS,GET,Manhã,200,394967
12,83.149.9.216,Mac_OS,GET,Manhã,200,8095
13,83.149.9.216,Mac_OS,GET,Manhã,200,78075
14,83.149.9.216,Mac_OS,GET,Manhã,200,25230
15,83.149.9.216,Mac_OS,GET,Manhã,200,8026
16,83.149.9.216,Mac_OS,GET,Manhã,200,54662
17,83.149.9.216,Mac_OS,GET,Manhã,200,34245
18,83.149.9.216,Mac_OS,GET,Manhã,200,4254
19,83.149.9.216,Mac_OS,GET,Manhã,200,220562
20,83.149.9.216,Mac_OS,GET,Manhã,200,1168622
21,83.149.9.216,Mac_OS,GET,Manhã,200,1079983
22,83.149.9.216,Mac_OS,GET,Manhã,200,3638
23,24.236.252.67,Linux,GET,Manhã,200,3638
24,93.114.45.13,Linux,GET,Manhã,200,18848
25,93.114.45.13,Linux,GET,Manhã,200,1015
26,93.114.45.13,Linux,GET,Manhã,200,4877
27,93.114.45.13,Linux,GET,Manhã,200,3638
28,93.114.45.13,Linux,GET,Manhã,200,6146
29,93.114.45.13,Linux,GET,Manhã,200,52315
30,66.249.73.135,Mac_OS,GET,Manhã,200,12251
31,50.16.19.13,Outro,GET,Manhã,200,14872
32,66.249.73.185,Outro,GET,Manhã,200,37932
33,110.136.166.128,Windows_NT,GET,Manhã,200,12292
34,46.105.14.53,Outro,GET,Manhã,200,14872
35,110.136.166.128,Windows_NT,GET,Manhã,200,1015
36,110.136.166.128,Windows_NT,GET,Manhã,200,4877
37,110.136.166.128,Windows_NT,GET,Manhã,200,3638
38,110.136.166.128,Windows_NT,GET,Manhã,200,6146
39,123.125.71.35,Outro,GET,Manhã,200,40693
40,110.136.166.128,Windows_NT,GET,Manhã,200,52315
41,50.150.204.184,Outro,GET,Manhã,200,65748
42,207.241.237.225,Outro,GET,Manhã,200,9208
43,200.49.190.101,Outro,GET,Manhã,200,1015
44,200.49.190.100,Outro,GET,Manhã,200,44019
45,200.49.190.101,Outro,GET,Manhã,200,4877
46,200.49.190.101,Outro,GET,Manhã,200,6146
47,66.249.73.185,Outro,GET,Manhã,200,1015
48,66.249.73.135,Outro,GET,Manhã,200,9746
49,66.249.73.135,Outro,GET,Manhã,200,16021
50,66.249.73.135,Mac_OS,GET,Manhã,200,11418
51,67.214.178.190,Mac_OS,GET,Manhã,200,37932
52,67.214.178.190,Mac_OS,GET,Manhã,200,8948
53,207.241.237.220,Outro,GET,Manhã,200,28370
54,46.105.14.53,Outro,GET,Manhã,200,14872
55,207.241.237.227,Outro,GET,Manhã,200,9587
56,91.177.205.119,Windows_NT,GET,Manhã,200,10975
57,91.177.205.119,Windows_NT,GET,Manhã,200,1015
58,91.177.205.119,Windows_NT,GET,Manhã,200,4877
59,91.177.205.119,Windows_NT,GET,Manhã,200,6146
60,91.177.205.119,Windows_NT,GET,Manhã,200,52315
61,91.177.205.119,Windows_NT,GET,Manhã,200,3638
62,66.249.73.185,Outro,GET,Manhã,404,294
63,207.241.237.228,Outro,GET,Manhã,200,24142
64,207.241.237.101,Outro,GET,Manhã,200,14888
65,87.169.99.232,Mac_OS,GET,Manhã,200,24747
66,209.85.238.199,Outro,GET,Manhã,200,16021
67,209.85.238.199,Outro,GET,Manhã,200,1370
68,81.220.24.207,Mac_OS,GET,Manhã,200,17147
69,81.220.24.207,Mac_OS,GET,Manhã,200,1015
70,81.220.24.207,Mac_OS,GET,Manhã,200,6146
71,81.220.24.207,Mac_OS,GET,Manhã,200,4877
72,81.220.24.207,Mac_OS,GET,Manhã,200,52315
73,81.220.24.207,Mac_OS,GET,Manhã,200,3638
74,66.249.73.135,Mac_OS,GET,Manhã,200,12908
75,46.105.14.53,Outro,GET,Manhã,200,14872
76,218.30.103.62,Outro,GET,Manhã,200,-
77,218.30.103.62,Outro,GET,Manhã,200,-
78,218.30.103.62,Outro,GET,Manhã,200,14352
79,74.125.40.20,Outro,GET,Manhã,200,29941
80,71.212.224.97,Mac_OS,GET,Manhã,200,12292
81,71.212.224.97,Mac_OS,GET,Manhã,200,1015
82,71.212.224.97,Mac_OS,GET,Manhã,200,4877
83,71.212.224.97,Mac_OS,GET,Manhã,200,6146
84,71.212.224.97,Mac_OS,GET,Manhã,200,52315
85,218.30.103.62,Outro,GET,Manhã,304,-
86,108.174.55.234,Outro,GET,Manhã,200,29941
87,218.30.103.62,Outro,GET,Manhã,200,11388
88,121.107.188.202,Mac_OS,GET,Manhã,200,171717
89,218.30.103.62,Outro,GET,Manhã,200,10185
90,218.30.103.62,Outro,GET,Manhã,200,10975
91,218.30.103.62,Outro,GET,Manhã,200,9872
92,198.46.149.143,Outro,GET,Manhã,200,9316
93,198.46.149.143,Outro,GET,Manhã,200,10756
94,218.30.103.62,Outro,GET,Manhã,200,202
95,218.30.103.62,Outro,GET,Manhã,200,11834
96,66.249.73.135,Mac_OS,GET,Manhã,200,8956
97,86.1.76.62,Linux,GET,Manhã,200,12292
98,86.1.76.62,Linux,GET,Manhã,200,1015
99,86.1.76.62,Linux,GET,Manhã,200,4877
100,86.1.76.62,Linux,GET,Manhã,200,3638
101,86.1.76.62,Linux,GET,Manhã,200,6146
102,86.1.76.62,Linux,GET,Manhã,200,52315
103,66.249.73.135,Outro,GET,Manhã,200,23099
104,107.170.41.69,Outro,GET,Manhã,200,32352
105,50.16.19.13,Outro,GET,Manhã,200,14872
106,46.105.14.53,Outro,GET,Manhã,200,14872
107,208.115.111.72,Outro,GET,Manhã,200,8328
108,208.115.111.72,Outro,GET,Manhã,200,30346
109,208.115.111.72,Outro,GET,Manhã,200,10544
110,208.115.111.72,Outro,GET,Manhã,200,29706
111,50.180.79.170,Mac_OS,GET,Manhã,200,3638
112,208.115.111.72,Outro,GET,Manhã,200,12557
113,208.115.111.72,Outro,GET,Manhã,200,8251
114,208.115.111.72,Outro,GET,Manhã,200,980
115,208.115.111.72,Outro,GET,Manhã,200,1533
116,208.115.111.72,Outro,GET,Manhã,200,966
117,208.115.111.72,Outro,GET,Manhã,200,958
118,208.115.111.72,Outro,GET,Manhã,200,959
119,208.115.111.72,Outro,GET,Manhã,200,2631
120,208.115.111.72,Outro,GET,Manhã,200,944
121,208.115.111.72,Outro,GET,Manhã,200,1175
122,208.115.111.72,Outro,GET,Manhã,200,13316
123,208.115.111.72,Outro,GET,Manhã,200,6719
124,208.115.111.72,Outro,GET,Manhã,200,2362
125,208.115.111.72,Outro,GET,Manhã,200,33514
126,208.115.111.72,Outro,GET,Manhã,200,9208
127,208.115.111.72,Outro,GET,Manhã,200,9335
128,208.115.111.72,Outro,GET,Manhã,200,8587
129,208.115.111.72,Outro,GET,Manhã,200,9882
130,105.235.130.196,Outro,GET,Manhã,200,65748
131,174.37.205.76,Linux,GET,Manhã,200,37936
132,54.255.13.204,Mac_OS,GET,Manhã,200,16543
133,105.235.130.196,Outro,GET,Manhã,200,32742
134,54.255.13.204,Mac_OS,GET,Manhã,200,1015
135,54.255.13.204,Mac_OS,GET,Manhã,200,4877
136,54.255.13.204,Mac_OS,GET,Manhã,200,3638
137,105.235.130.196,Outro,GET,Manhã,200,1015
138,54.255.13.204,Mac_OS,GET,Manhã,200,6146
139,54.255.13.204,Mac_OS,GET,Manhã,200,52315
140,105.235.130.196,Outro,GET,Manhã,200,4877
141,105.235.130.196,Outro,GET,Manhã,200,6146
142,105.235.130.196,Outro,GET,Manhã,200,52315
143,134.76.249.10,Linux,GET,Manhã,200,12292
144,134.76.249.10,Linux,GET,Manhã,200,1015
145,134.76.249.10,Linux,GET,Manhã,200,4877
146,134.76.249.10,Linux,GET,Manhã,200,3638
147,134.76.249.10,Linux,GET,Manhã,200,6146
148,134.76.249.10,Linux,GET,Manhã,200,52315
149,134.76.249.10,Linux,GET,Manhã,301,339
150,134.76.249.10,Linux,GET,Manhã,200,12292
151,66.249.73.135,Outro,GET,Manhã,200,32352
152,207.241.237.220,Outro,GET,Manhã,200,16311
153,68.184.202.186,Mac_OS,GET,Manhã,200,10745
154,68.184.202.186,Mac_OS,GET,Manhã,200,1015
155,68.184.202.186,Mac_OS,GET,Manhã,200,6146
156,68.184.202.186,Mac_OS,GET,Manhã,200,4877
157,68.184.202.186,Mac_OS,GET,Manhã,200,52315
158,68.184.202.186,Mac_OS,GET,Manhã,200,3638
159,46.105.14.53,Outro,GET,Manhã,200,14872
160,66.249.73.135,Outro,GET,Manhã,200,29941
161,24.233.162.179,Linux,GET,Manhã,200,3638
162,123.125.71.117,Outro,GET,Manhã,200,36824
163,220.181.108.153,Outro,GET,Manhã,200,36824
164,65.19.138.34,Outro,GET,Manhã,200,37932
165,66.249.73.135,Mac_OS,GET,Manhã,200,9109
166,97.116.185.190,Windows_NT,GET,Manhã,200,18848
167,97.116.185.190,Windows_NT,GET,Manhã,200,1015
168,97.116.185.190,Windows_NT,GET,Manhã,200,4877
169,97.116.185.190,Windows_NT,GET,Manhã,200,6146
170,97.116.185.190,Windows_NT,GET,Manhã,200,52315
171,97.116.185.190,Windows_NT,GET,Manhã,200,3638
172,5.255.72.168,Mac_OS,GET,Manhã,200,37932
173,5.255.72.168,Mac_OS,GET,Manhã,200,8948
174,46.105.14.53,Outro,GET,Manhã,200,14872
175,5.102.173.71,Outro,GET,Manhã,200,-
176,5.102.173.71,Outro,GET,Manhã,200,12292
177,208.91.156.11,Outro,GET,Manhã,404,324
178,66.249.73.185,Outro,GET,Manhã,304,-
179,74.125.176.81,Outro,GET,Manhã,200,29941
180,66.249.73.135,Mac_OS,GET,Manhã,200,11936
181,187.45.193.158,Windows_NT,GET,Manhã,200,196054
182,90.220.199.149,Mac_OS,GET,Manhã,200,10001
183,90.220.199.149,Mac_OS,GET,Manhã,200,1015
184,90.220.199.149,Mac_OS,GET,Manhã,200,4877
185,90.220.199.149,Mac_OS,GET,Tarde,200,6146
186,90.220.199.149,Mac_OS,GET,Tarde,200,52315
187,90.220.199.149,Mac_OS,GET,Tarde,200,3638
188,36.38.8.174,Windows_NT,GET,Tarde,200,17147
189,36.38.8.174,Windows_NT,GET,Tarde,200,1015
190,36.38.8.174,Windows_NT,GET,Tarde,200,4877
191,36.38.8.174,Windows_NT,GET,Tarde,200,6146
192,36.38.8.174,Windows_NT,GET,Tarde,200,52315
193,36.38.8.174,Windows_NT,GET,Tarde,200,3638
194,71.207.12.53,Outro,GET,Tarde,200,3638
195,220.241.45.142,Outro,GET,Tarde,200,-
196,220.241.45.142,Outro,GET,Tarde,200,9661
197,209.85.238.199,Outro,GET,Tarde,200,32352
198,46.105.14.53,Outro,GET,Tarde,200,14872
199,66.249.73.135,Outro,GET,Tarde,200,8985
200,146.1.1.2,Windows_NT,GET,Tarde,200,17147
201,146.1.1.2,Windows_NT,GET,Tarde,200,4877
202,146.1.1.2,Windows_NT,GET,Tarde,200,1015
203,146.1.1.2,Windows_NT,GET,Tarde,200,3638
204,146.1.1.2,Windows_NT,GET,Tarde,200,6146
205,146.1.1.2,Windows_NT,GET,Tarde,200,52315
206,178.255.215.83,Outro,GET,Tarde,200,11628
207,212.201.44.247,Linux,GET,Tarde,200,50112
208,212.201.44.247,Linux,GET,Tarde,200,3638
209,82.193.99.33,Windows_NT,GET,Tarde,200,17147
210,82.193.99.33,Windows_NT,GET,Tarde,200,17147
211,50.16.19.13,Outro,GET,Tarde,200,14872
212,82.193.99.33,Windows_NT,GET,Tarde,200,17147
213,66.249.73.135,Mac_OS,GET,Tarde,200,29219
214,85.170.84.143,Linux,GET,Tarde,200,10049
215,85.170.84.143,Linux,GET,Tarde,200,1015
216,85.170.84.143,Linux,GET,Tarde,200,4877
217,85.170.84.143,Linux,GET,Tarde,200,6146
218,85.170.84.143,Linux,GET,Tarde,200,52315
219,46.105.14.53,Outro,GET,Tarde,200,14872
220,100.43.83.137,Outro,GET,Tarde,304,-
221,50.131.51.216,Outro,GET,Tarde,200,10975
222,50.131.51.216,Outro,GET,Tarde,200,1015
223,50.131.51.216,Outro,GET,Tarde,200,4877
224,50.131.51.216,Outro,GET,Tarde,200,6146
225,50.131.51.216,Outro,GET,Tarde,200,52315
226,50.131.51.216,Outro,GET,Tarde,200,3638
227,209.85.238.199,Outro,GET,Tarde,200,29941
228,212.197.170.45,Windows_NT,GET,Tarde,200,3638
229,212.197.170.45,Windows_NT,GET,Tarde,200,3638
230,112.110.247.238,Outro,GET,Tarde,304,-
231,108.32.74.68,Linux,GET,Tarde,200,12292
232,108.32.74.68,Linux,GET,Tarde,200,4877
233,108.32.74.68,Linux,GET,Tarde,200,1015
234,108.32.74.68,Linux,GET,Tarde,200,6146
235,108.32.74.68,Linux,GET,Tarde,200,52315
236,108.32.74.68,Linux,GET,Tarde,200,3638
237,203.118.242.184,Outro,GET,Tarde,200,65748
238,212.242.185.85,Windows_NT,GET,Tarde,200,12292
239,212.242.185.85,Windows_NT,GET,Tarde,200,1015
240,212.242.185.85,Windows_NT,GET,Tarde,200,4877
241,212.242.185.85,Windows_NT,GET,Tarde,200,3638
242,212.242.185.85,Windows_NT,GET,Tarde,200,6146
243,212.242.185.85,Windows_NT,GET,Tarde,200,52315
244,68.180.224.225,Outro,GET,Tarde,200,9364
245,50.131.51.216,Outro,GET,Tarde,200,11902
246,223.81.196.65,Windows_NT,GET,Tarde,200,65748
247,66.249.73.135,Mac_OS,GET,Tarde,200,25306
248,46.105.14.53,Outro,GET,Tarde,200,14872
249,178.191.44.227,Linux,GET,Tarde,200,50112
250,178.191.44.227,Linux,GET,Tarde,200,3638
251,94.228.34.233,Linux,GET,Tarde,304,-
252,88.112.19.251,Linux,GET,Tarde,200,18848
253,88.112.19.251,Linux,GET,Tarde,200,1015
254,88.112.19.251,Linux,GET,Tarde,200,3638
255,88.112.19.251,Linux,GET,Tarde,200,4877
256,88.112.19.251,Linux,GET,Tarde,200,6146
257,88.112.19.251,Linux,GET,Tarde,200,52315
258,79.185.184.23,Linux,GET,Tarde,200,12292
259,79.185.184.23,Linux,GET,Tarde,200,4877
260,79.185.184.23,Linux,GET,Tarde,200,1015
261,79.185.184.23,Linux,GET,Tarde,200,3638
262,79.185.184.23,Linux,GET,Tarde,200,6146
263,79.185.184.23,Linux,GET,Tarde,200,52315
264,207.241.237.102,Outro,GET,Tarde,200,20513
265,100.43.83.137,Outro,GET,Tarde,304,-
266,66.168.50.129,Mac_OS,GET,Tarde,200,37269
267,82.247.137.135,Linux,GET,Tarde,200,37932
268,82.247.137.135,Linux,GET,Tarde,200,1015
269,82.247.137.135,Linux,GET,Tarde,200,4877
270,82.247.137.135,Linux,GET,Tarde,200,6146
271,82.247.137.135,Linux,GET,Tarde,200,52315
272,82.247.137.135,Linux,GET,Tarde,200,3638
273,66.249.73.135,Mac_OS,GET,Tarde,200,37991
274,74.125.40.16,Outro,GET,Tarde,200,29941
275,86.182.52.145,Windows_NT,GET,Tarde,200,18848
276,86.182.52.145,Windows_NT,GET,Tarde,200,1015
277,86.182.52.145,Windows_NT,GET,Tarde,200,4877
278,86.182.52.145,Windows_NT,GET,Tarde,200,6146
279,46.105.14.53,Outro,GET,Tarde,200,14872
280,86.182.52.145,Windows_NT,GET,Tarde,200,52315
281,86.182.52.145,Windows_NT,GET,Tarde,200,3638
282,108.32.74.68,Linux,GET,Tarde,301,341
283,108.32.74.68,Linux,GET,Tarde,200,1328
284,108.32.74.68,Linux,GET,Tarde,200,148
285,108.32.74.68,Linux,GET,Tarde,200,216
286,108.32.74.68,Linux,GET,Tarde,200,225
287,108.32.74.68,Linux,GET,Tarde,301,341
288,108.32.74.68,Linux,GET,Tarde,200,1328
289,108.32.74.68,Linux,GET,Tarde,200,50112
290,92.239.20.53,Mac_OS,GET,Tarde,200,24747
291,92.239.20.53,Mac_OS,GET,Tarde,200,3638
292,180.76.5.27,Outro,GET,Tarde,200,3179
293,173.192.238.41,Linux,GET,Tarde,200,37936
294,93.164.60.142,Windows_NT,GET,Tarde,200,175208
295,107.170.41.69,Outro,GET,Tarde,200,32352
296,50.16.19.13,Outro,GET,Tarde,200,14872
297,108.178.4.100,Mac_OS,GET,Tarde,200,18729
298,108.178.4.100,Mac_OS,GET,Tarde,200,18729
299,111.199.235.239,Mac_OS,GET,Tarde,200,37269
300,111.199.235.239,Mac_OS,GET,Tarde,200,1382
301,111.199.235.239,Mac_OS,GET,Tarde,200,26498
302,111.199.235.239,Mac_OS,GET,Tarde,200,659
303,111.199.235.239,Mac_OS,GET,Tarde,200,1791
304,111.199.235.239,Mac_OS,GET,Tarde,200,47731
305,111.199.235.239,Mac_OS,GET,Tarde,200,55478
306,111.199.235.239,Mac_OS,GET,Tarde,200,65917
307,111.199.235.239,Mac_OS,GET,Tarde,200,108497
308,111.199.235.239,Mac_OS,GET,Tarde,200,72949
309,111.199.235.239,Mac_OS,GET,Tarde,200,60656
310,111.199.235.239,Mac_OS,GET,Tarde,200,78075
311,111.199.235.239,Mac_OS,GET,Tarde,200,82859
312,66.249.73.135,Mac_OS,GET,Tarde,200,12150
313,111.199.235.239,Mac_OS,GET,Tarde,200,71808
314,111.199.235.239,Mac_OS,GET,Tarde,200,52878
315,111.199.235.239,Mac_OS,GET,Tarde,404,364
316,111.199.235.239,Mac_OS,GET,Tarde,200,80663
317,111.199.235.239,Mac_OS,GET,Tarde,200,100207
318,111.199.235.239,Mac_OS,GET,Tarde,200,9618
319,111.199.235.239,Mac_OS,GET,Tarde,200,73187
320,111.199.235.239,Mac_OS,GET,Tarde,200,95058
321,111.199.235.239,Mac_OS,GET,Tarde,200,58123
322,111.199.235.239,Mac_OS,GET,Tarde,200,176805
323,111.199.235.239,Mac_OS,GET,Tarde,200,29179
324,111.199.235.239,Mac_OS,GET,Tarde,200,46139
325,111.199.235.239,Mac_OS,GET,Tarde,200,3170
326,111.199.235.239,Mac_OS,GET,Tarde,200,97173
327,111.199.235.239,Mac_OS,GET,Tarde,200,80555
328,111.199.235.239,Mac_OS,GET,Tarde,200,29108
329,111.199.235.239,Mac_OS,GET,Tarde,200,42324
330,111.199.235.239,Mac_OS,GET,Tarde,200,3995
331,111.199.235.239,Mac_OS,GET,Tarde,200,663847
332,111.199.235.239,Mac_OS,GET,Tarde,200,37269
333,111.199.235.239,Mac_OS,GET,Tarde,404,364
334,111.199.235.239,Mac_OS,GET,Tarde,200,46139
335,111.199.235.239,Mac_OS,GET,Tarde,200,663847
336,46.105.14.53,Outro,GET,Tarde,200,14872
337,68.180.224.225,Outro,GET,Tarde,200,792
338,100.43.83.137,Outro,GET,Tarde,304,-
339,108.171.116.194,Windows_NT,GET,Tarde,200,9316
340,108.171.116.194,Windows_NT,GET,Tarde,200,10021
341,108.171.116.194,Windows_NT,GET,Tarde,200,13358
342,108.171.116.194,Windows_NT,GET,Tarde,200,11113
343,108.171.116.194,Windows_NT,GET,Tarde,200,8948
344,108.171.116.194,Windows_NT,GET,Tarde,200,10756
345,108.171.116.194,Windows_NT,GET,Tarde,200,11118
346,108.171.116.194,Windows_NT,GET,Tarde,200,9514
347,108.171.116.194,Windows_NT,GET,Tarde,200,11936
348,108.171.116.194,Windows_NT,GET,Tarde,200,8764
349,111.199.235.239,Mac_OS,GET,Tarde,200,1693678
350,94.175.135.116,Mac_OS,GET,Tarde,200,175208
351,207.241.237.101,Outro,GET,Tarde,200,2056
352,207.241.237.223,Outro,GET,Tarde,200,1921
353,199.16.156.126,Outro,GET,Tarde,200,-
354,193.238.231.119,Outro,GET,Tarde,200,34213
355,199.16.156.125,Outro,GET,Tarde,200,4378624
356,46.105.14.53,Outro,GET,Tarde,200,14872
357,208.91.156.11,Outro,GET,Tarde,404,324
358,207.241.237.226,Outro,GET,Tarde,200,9108
359,207.241.237.104,Outro,GET,Tarde,200,11756
360,198.46.149.143,Outro,GET,Tarde,200,9316
361,198.46.149.143,Outro,GET,Tarde,200,10756
362,54.220.160.83,Outro,GET,Tarde,200,278476
363,66.249.73.135,Outro,GET,Tarde,200,9746
364,46.105.14.53,Outro,GET,Tarde,200,14872
365,83.31.73.148,Linux,GET,Tarde,200,50112
366,83.31.73.148,Linux,GET,Tarde,200,3638
367,74.125.40.22,Outro,GET,Tarde,200,29941
368,180.76.6.156,Outro,GET,Tarde,200,1127
369,66.249.73.135,Outro,GET,Tarde,200,16021
370,66.249.81.20,Mac_OS,GET,Tarde,200,1693678
371,66.249.81.20,Mac_OS,GET,Tarde,200,1693678
372,92.108.120.46,Windows_NT,GET,Tarde,200,24747
373,92.108.120.46,Windows_NT,GET,Tarde,200,3638
374,50.16.19.13,Outro,GET,Tarde,200,14872
375,172.56.29.98,Mac_OS,GET,Tarde,200,175208
376,46.105.14.53,Outro,GET,Tarde,200,14872
377,144.76.194.187,Outro,GET,Tarde,200,37932
378,144.76.194.187,Outro,GET,Tarde,404,292
379,144.76.194.187,Outro,GET,Tarde,404,303
380,144.76.194.187,Outro,GET,Tarde,200,1015
381,144.76.194.187,Outro,GET,Tarde,200,4877
382,144.76.194.187,Outro,GET,Tarde,200,3638
383,144.76.194.187,Outro,GET,Tarde,200,36673
384,144.76.194.187,Outro,GET,Tarde,200,11474
385,144.76.194.187,Outro,GET,Tarde,200,25606
386,144.76.194.187,Outro,GET,Tarde,301,323
387,144.76.194.187,Outro,GET,Tarde,200,19735
388,144.76.194.187,Outro,GET,Tarde,200,18848
389,144.76.194.187,Outro,GET,Tarde,200,12700
390,144.76.194.187,Outro,GET,Tarde,200,18586
391,144.76.194.187,Outro,GET,Tarde,200,16543
392,144.76.194.187,Outro,GET,Tarde,200,9313
393,144.76.194.187,Outro,GET,Tarde,200,36398
394,144.76.194.187,Outro,GET,Tarde,301,323
395,144.76.194.187,Outro,GET,Tarde,301,337
396,144.76.194.187,Outro,GET,Tarde,301,330
397,100.43.83.137,Outro,GET,Tarde,200,8909
398,144.76.194.187,Outro,GET,Tarde,301,335
399,144.76.194.187,Outro,GET,Tarde,301,327
400,75.97.9.59,Mac_OS,GET,Tarde,200,37932
401,144.76.194.187,Outro,GET,Tarde,301,331
402,75.97.9.59,Mac_OS,GET,Tarde,200,1015
403,75.97.9.59,Mac_OS,GET,Tarde,200,4877
404,75.97.9.59,Mac_OS,GET,Tarde,200,6146
405,144.76.194.187,Outro,GET,Tarde,301,335
406,144.76.194.187,Outro,GET,Tarde,301,341
407,75.97.9.59,Mac_OS,GET,Tarde,200,52315
408,144.76.194.187,Outro,GET,Tarde,301,339
409,144.76.194.187,Outro,GET,Tarde,301,330
410,144.76.194.187,Outro,GET,Tarde,301,332
411,75.97.9.59,Mac_OS,GET,Tarde,200,3638
412,144.76.194.187,Outro,GET,Tarde,301,332
413,144.76.194.187,Outro,GET,Tarde,301,332
414,144.76.194.187,Outro,GET,Tarde,301,333
415,144.76.194.187,Outro,GET,Tarde,301,336
416,144.76.194.187,Outro,GET,Tarde,301,333
417,144.76.194.187,Outro,GET,Tarde,301,322
418,144.76.194.187,Outro,GET,Tarde,301,338
419,144.76.194.187,Outro,GET,Tarde,301,338
420,144.76.194.187,Outro,GET,Tarde,301,332
421,144.76.194.187,Outro,GET,Tarde,301,337
422,144.76.194.187,Outro,GET,Tarde,301,346
423,144.76.194.187,Outro,GET,Tarde,301,340
424,144.76.194.187,Outro,GET,Tarde,301,332
425,173.252.73.114,Outro,GET,Tarde,206,97173
426,217.69.133.70,Linux,GET,Tarde,200,-
427,217.69.133.237,Linux,GET,Tarde,200,10087
428,209.17.114.78,Windows_NT,GET,Tarde,200,4325
429,50.195.216.83,Mac_OS,GET,Tarde,200,175208
430,75.97.9.59,Mac_OS,GET,Tarde,200,14557
431,202.156.10.254,Mac_OS,GET,Tarde,200,17147
432,202.156.10.254,Mac_OS,GET,Tarde,200,1015
433,202.156.10.254,Mac_OS,GET,Tarde,200,4877
434,202.156.10.11,Mac_OS,GET,Tarde,200,6146
435,202.156.10.11,Mac_OS,GET,Tarde,200,52315
436,65.55.213.79,Outro,GET,Tarde,200,36673
437,65.55.213.73,Outro,GET,Tarde,200,25606
438,65.55.213.73,Outro,GET,Tarde,200,12700
439,65.55.213.73,Outro,GET,Tarde,301,335
440,117.227.171.181,Windows_NT,GET,Tarde,200,12292
441,117.227.171.181,Windows_NT,GET,Tarde,200,1015
442,65.55.213.73,Outro,GET,Tarde,200,12909
443,117.227.171.181,Windows_NT,GET,Tarde,200,4877
444,65.55.213.73,Outro,GET,Tarde,301,337
445,117.227.171.181,Windows_NT,GET,Tarde,200,6146
446,65.55.213.73,Outro,GET,Tarde,200,38217
447,65.55.213.73,Outro,GET,Tarde,301,338
448,65.55.213.73,Outro,GET,Tarde,200,2817
449,65.55.213.73,Outro,GET,Tarde,301,330
450,65.55.213.73,Outro,GET,Tarde,200,18985
451,65.55.213.74,Outro,GET,Tarde,301,338
452,209.85.238.199,Outro,GET,Tarde,200,16021
453,65.55.213.74,Outro,GET,Tarde,200,6719
454,65.55.213.74,Outro,GET,Tarde,301,322
455,65.55.213.74,Outro,GET,Tarde,200,21890
456,65.55.213.74,Outro,GET,Tarde,200,18848
457,65.55.213.74,Outro,GET,Tarde,301,337
458,117.227.171.181,Windows_NT,GET,Tarde,200,52315
459,65.55.213.74,Outro,GET,Tarde,301,333
460,65.55.213.74,Outro,GET,Tarde,200,10745
461,65.55.213.74,Outro,GET,Tarde,301,336
462,65.55.213.74,Outro,GET,Tarde,200,11628
463,65.55.213.74,Outro,GET,Tarde,301,323
464,65.55.213.74,Outro,GET,Tarde,200,10927
465,65.55.213.74,Outro,GET,Tarde,301,333
466,65.55.213.74,Outro,GET,Tarde,200,13171
467,65.55.213.74,Outro,GET,Tarde,301,332
468,81.169.149.220,Linux,GET,Tarde,200,3638
469,65.55.213.74,Outro,GET,Tarde,200,8301
470,65.55.213.79,Outro,GET,Tarde,200,11474
471,65.55.213.79,Outro,GET,Tarde,200,19735
472,65.55.213.79,Outro,GET,Tarde,200,36398
473,65.55.213.79,Outro,GET,Tarde,301,332
474,65.55.213.79,Outro,GET,Tarde,200,15945
475,65.55.213.79,Outro,GET,Tarde,301,332
476,65.55.213.73,Outro,GET,Tarde,200,8352
477,65.55.213.73,Outro,GET,Tarde,200,9313
478,65.55.213.73,Outro,GET,Tarde,301,330
479,65.55.213.73,Outro,GET,Tarde,200,19964
480,65.55.213.73,Outro,GET,Tarde,301,339
481,65.55.213.73,Outro,GET,Tarde,200,9258
482,65.55.213.73,Outro,GET,Tarde,301,323
483,65.55.213.73,Outro,GET,Tarde,200,9981
484,65.55.213.73,Outro,GET,Tarde,200,16543
485,65.55.213.73,Outro,GET,Tarde,301,341
486,65.55.213.73,Outro,GET,Tarde,200,9661
487,65.55.213.73,Outro,GET,Tarde,301,335
488,65.55.213.73,Outro,GET,Tarde,200,10514
489,65.55.213.73,Outro,GET,Tarde,200,18586
490,65.55.213.73,Outro,GET,Tarde,301,331
491,65.55.213.73,Outro,GET,Tarde,200,12292
492,65.55.213.73,Outro,GET,Tarde,301,332
493,207.241.237.102,Outro,GET,Tarde,200,229
494,65.55.213.73,Outro,GET,Tarde,200,20572
495,65.55.213.73,Outro,GET,Tarde,301,327
496,65.55.213.73,Outro,GET,Tarde,200,14352
497,65.55.213.73,Outro,GET,Tarde,301,340
