,HOST,OS,METHOD,ACCESS,CODE,BYTES
4821,202.68.209.129,Windows_NT,GET,Noite,200,52315
4822,202.68.209.129,Windows_NT,GET,Noite,200,3638
4823,209.85.238.199,Outro,GET,Noite,200,29941
4824,157.56.92.151,Outro,GET,Noite,200,17147
4825,24.11.96.184,Linux,GET,Noite,200,12292
4826,24.11.96.184,Linux,GET,Noite,200,1015
4827,24.11.96.184,Linux,GET,Noite,200,4877
4828,24.11.96.184,Linux,GET,Noite,200,3638
4829,24.11.96.184,Linux,GET,Noite,200,6146
4830,24.11.96.184,Linux,GET,Noite,200,52315
4831,46.105.14.53,Outro,GET,Noite,200,14872
4832,88.3.37.62,Mac_OS,GET,Noite,200,37269
4833,88.3.37.62,Mac_OS,GET,Noite,200,1382
4834,88.3.37.62,Mac_OS,GET,Noite,200,3995
4835,88.3.37.62,Mac_OS,GET,Noite,200,26498
4836,88.3.37.62,Mac_OS,GET,Noite,200,659
4837,88.3.37.62,Mac_OS,GET,Noite,200,1791
4838,88.3.37.62,Mac_OS,GET,Noite,200,3170
4839,88.3.37.62,Mac_OS,GET,Noite,200,55478
4840,88.3.37.62,Mac_OS,GET,Noite,200,60656
4841,88.3.37.62,Mac_OS,GET,Noite,200,65917
4842,88.3.37.62,Mac_OS,GET,Noite,200,47731
4843,88.3.37.62,Mac_OS,GET,Noite,200,72949
4844,88.3.37.62,Mac_OS,GET,Noite,200,108497
4845,88.3.37.62,Mac_OS,GET,Noite,200,29108
4846,88.3.37.62,Mac_OS,GET,Noite,200,78075
4847,88.3.37.62,Mac_OS,GET,Noite,200,71808
4848,88.3.37.62,Mac_OS,GET,Noite,404,364
4849,88.3.37.62,Mac_OS,GET,Noite,200,82859
4850,88.3.37.62,Mac_OS,GET,Noite,200,52878
4851,88.3.37.62,Mac_OS,GET,Noite,200,80663
4852,88.3.37.62,Mac_OS,GET,Noite,200,42324
4853,88.3.37.62,Mac_OS,GET,Noite,200,100207
4854,88.3.37.62,Mac_OS,GET,Noite,200,9618
4855,88.3.37.62,Mac_OS,GET,Noite,200,176805
4856,88.3.37.62,Mac_OS,GET,Noite,200,73187
4857,88.3.37.62,Mac_OS,GET,Noite,200,58123
4858,88.3.37.62,Mac_OS,GET,Noite,200,95058
4859,88.3.37.62,Mac_OS,GET,Noite,200,80555
4860,88.3.37.62,Mac_OS,GET,Noite,200,663847
4861,88.3.37.62,Mac_OS,GET,Noite,200,29179
4862,88.3.37.62,Mac_OS,GET,Noite,200,46139
4863,88.198.255.242,Mac_OS,GET,Noite,200,54306753
4864,88.3.37.62,Mac_OS,GET,Noite,200,97173
4865,88.3.37.62,Mac_OS,GET,Noite,200,3638
4866,88.198.255.242,Mac_OS,GET,Noite,200,9699
4867,88.159.158.68,Windows_NT,GET,Noite,200,18848
4868,119.6.7.18,Windows_NT,GET,Noite,200,17147
4869,119.6.7.18,Windows_NT,GET,Noite,200,1015
4870,119.6.7.18,Windows_NT,GET,Noite,200,4877
4871,119.6.7.18,Windows_NT,GET,Noite,200,6146
4872,66.249.73.135,Mac_OS,GET,Noite,200,49861
4873,119.6.7.18,Windows_NT,GET,Noite,200,52315
4874,119.6.7.18,Windows_NT,GET,Noite,200,3638
4875,218.188.93.140,Windows_NT,GET,Noite,200,15796
4876,218.188.93.140,Windows_NT,GET,Noite,200,3638
4877,218.188.93.140,Windows_NT,GET,Noite,200,4877
4878,218.188.93.140,Windows_NT,GET,Noite,200,1015
4879,218.188.93.140,Windows_NT,GET,Noite,200,6146
4880,218.188.93.140,Windows_NT,GET,Noite,200,52315
4881,208.91.156.11,Outro,GET,Noite,404,324
4882,180.76.6.134,Outro,GET,Noite,200,11436
4883,66.249.73.135,Outro,GET,Noite,200,26946
4884,80.89.192.53,Mac_OS,GET,Noite,200,50112
4885,98.122.171.175,Windows_NT,GET,Noite,200,37932
4886,98.122.171.175,Windows_NT,GET,Noite,200,1015
4887,98.122.171.175,Windows_NT,GET,Noite,200,4877
4888,98.122.171.175,Windows_NT,GET,Noite,200,6146
4889,98.122.171.175,Windows_NT,GET,Noite,200,52315
4890,98.122.171.175,Windows_NT,GET,Noite,200,3638
4891,84.95.88.100,Outro,GET,Noite,200,37932
4892,98.122.171.175,Windows_NT,GET,Noite,200,25606
4893,98.122.171.175,Windows_NT,GET,Noite,200,4662
4894,98.122.171.175,Windows_NT,GET,Noite,200,986
4895,46.105.14.53,Outro,GET,Noite,200,14872
4896,87.158.133.11,Linux,GET,Noite,200,50112
4897,87.158.133.11,Linux,GET,Noite,200,3638
4898,193.173.113.126,Linux,GET,Noite,200,3638
4899,59.124.251.135,Windows_NT,GET,Noite,200,17147
4900,59.124.251.135,Windows_NT,GET,Noite,200,6146
4901,59.124.251.135,Windows_NT,GET,Noite,200,1015
4902,59.124.251.135,Windows_NT,GET,Noite,200,4877
4903,59.124.251.135,Windows_NT,GET,Noite,200,52315
4904,59.163.27.11,Windows_NT,GET,Noite,200,15796
4905,59.124.251.135,Windows_NT,GET,Noite,200,3638
4906,59.163.27.11,Windows_NT,GET,Noite,200,1015
4907,59.163.27.11,Windows_NT,GET,Noite,200,6146
4908,59.163.27.11,Windows_NT,GET,Noite,200,4877
4909,59.163.27.11,Windows_NT,GET,Noite,200,3638
4910,54.244.142.254,Mac_OS,GET,Noite,200,54239
4911,59.163.27.11,Windows_NT,GET,Noite,200,52315
4912,93.79.237.62,Windows_NT,GET,Noite,200,20572
4913,194.103.63.154,Outro,GET,Noite,304,-
4914,203.99.205.107,Windows_NT,GET,Noite,200,34838
4915,203.99.205.107,Windows_NT,GET,Noite,200,1791
4916,203.99.205.107,Windows_NT,GET,Noite,200,1753
4917,203.99.205.107,Windows_NT,GET,Noite,200,3811
4918,203.99.205.107,Windows_NT,GET,Noite,200,23581
4919,203.99.205.107,Windows_NT,GET,Noite,200,2126
4920,203.99.205.107,Windows_NT,GET,Noite,200,8095
4921,203.99.205.107,Windows_NT,GET,Noite,200,8026
4922,203.99.205.107,Windows_NT,GET,Noite,200,18091
4923,203.99.205.107,Windows_NT,GET,Noite,200,3170
4924,203.99.205.107,Windows_NT,GET,Noite,200,25230
4925,203.99.205.107,Windows_NT,GET,Noite,200,357
4926,203.99.205.107,Windows_NT,GET,Noite,200,52878
4927,203.99.205.107,Windows_NT,GET,Noite,200,78075
4928,203.99.205.107,Windows_NT,GET,Noite,200,863
4929,203.99.205.107,Windows_NT,GET,Noite,200,171717
4930,203.99.205.107,Windows_NT,GET,Noite,200,54662
4931,203.99.205.107,Windows_NT,GET,Noite,200,220562
4932,203.99.205.107,Windows_NT,GET,Noite,200,203023
4933,203.99.205.107,Windows_NT,GET,Noite,200,4254
4934,203.99.205.107,Windows_NT,GET,Noite,200,321631
4935,203.99.205.107,Windows_NT,GET,Noite,200,430406
4936,203.99.205.107,Windows_NT,GET,Noite,200,394967
4937,203.99.205.107,Windows_NT,GET,Noite,200,9904
4938,203.99.205.107,Windows_NT,GET,Noite,200,1187
4939,203.99.205.107,Windows_NT,GET,Noite,200,36492
4940,203.99.205.107,Windows_NT,GET,Noite,200,34416
4941,203.99.205.107,Windows_NT,GET,Noite,200,7697
4942,203.99.205.107,Windows_NT,GET,Noite,200,2892
4943,203.99.205.107,Windows_NT,GET,Noite,200,26185
4944,203.99.205.107,Windows_NT,GET,Noite,200,1168622
4945,203.99.205.107,Windows_NT,GET,Noite,200,1079983
4946,203.99.205.107,Windows_NT,GET,Noite,200,34245
4947,209.85.238.199,Outro,GET,Noite,200,32352
4948,24.11.96.184,Linux,GET,Noite,200,50112
4949,203.99.205.107,Windows_NT,GET,Noite,200,47731
4950,66.249.73.135,Outro,GET,Noite,404,7861
4951,46.105.14.53,Outro,GET,Noite,200,14872
4952,81.52.143.34,Windows_NT,GET,Noite,200,8810
4953,74.125.19.80,Outro,GET,Noite,200,29941
4954,180.76.5.193,Windows_NT,GET,Noite,304,-
4955,50.16.19.13,Outro,GET,Noite,200,14872
4956,66.249.73.135,Outro,GET,Noite,200,32352
4957,24.11.96.184,Linux,GET,Noite,200,12292
4958,24.11.96.184,Linux,GET,Noite,301,341
4959,24.11.96.184,Linux,GET,Noite,200,1328
4960,24.11.96.184,Linux,GET,Noite,200,148
4961,24.11.96.184,Linux,GET,Noite,200,216
4962,24.11.96.184,Linux,GET,Noite,200,225
4963,24.11.96.184,Linux,GET,Noite,200,3870
4964,24.11.96.184,Linux,GET,Noite,200,1844
4965,24.11.96.184,Linux,GET,Noite,200,21330
4966,24.11.96.184,Linux,GET,Noite,200,7911
4967,24.11.96.184,Linux,GET,Noite,200,3843
4968,24.11.96.184,Linux,GET,Noite,200,527
4969,24.11.96.184,Linux,GET,Noite,200,273
4970,24.11.96.184,Linux,GET,Noite,200,1281
4971,24.11.96.184,Linux,GET,Noite,200,35
4972,24.11.96.184,Linux,GET,Noite,200,2585
4973,24.11.96.184,Linux,GET,Noite,200,706
4974,24.11.96.184,Linux,GET,Noite,200,5054
4975,24.11.96.184,Linux,GET,Noite,200,6350
4976,24.11.96.184,Linux,GET,Noite,200,6251
4977,24.11.96.184,Linux,GET,Noite,200,4465
4978,24.11.96.184,Linux,GET,Noite,200,3870
4979,107.170.40.200,Outro,GET,Noite,200,32352
4980,66.249.73.135,Mac_OS,GET,Noite,301,346
4981,66.249.73.135,Mac_OS,GET,Noite,200,2817
4982,46.105.14.53,Outro,GET,Noite,200,14872
4983,66.249.73.135,Outro,GET,Noite,200,1764
4984,24.11.96.184,Linux,GET,Noite,200,4450
4985,66.249.73.135,Outro,GET,Noite,200,540
4986,115.188.97.115,Windows_NT,GET,Noite,304,-
4987,180.76.6.158,Windows_NT,GET,Noite,200,-
4988,24.11.96.184,Linux,GET,Noite,200,12273
4989,204.93.54.178,Mac_OS,GET,Noite,200,37269
4990,204.93.54.178,Mac_OS,GET,Noite,200,24747
4991,61.246.186.198,Windows_NT,GET,Noite,200,10975
4992,61.246.186.198,Windows_NT,GET,Noite,200,1015
4993,61.246.186.198,Windows_NT,GET,Noite,200,4877
4994,61.246.186.198,Windows_NT,GET,Noite,200,3638
4995,61.246.186.198,Windows_NT,GET,Noite,200,52315
4996,61.246.186.198,Windows_NT,GET,Noite,200,6146
4997,95.82.59.254,Windows_NT,GET,Noite,200,18848
4998,95.82.59.254,Windows_NT,GET,Noite,200,4877
4999,95.82.59.254,Windows_NT,GET,Noite,200,3638
5000,95.82.59.254,Windows_NT,GET,Noite,200,1015
5001,95.82.59.254,Windows_NT,GET,Noite,200,6146
5002,95.82.59.254,Windows_NT,GET,Noite,200,52315
5003,180.153.236.175,Windows_NT,GET,Noite,200,18848
5004,180.76.5.152,Outro,GET,Noite,200,1127
5005,217.26.210.20,Outro,GET,Noite,404,299
5006,46.105.14.53,Outro,GET,Noite,200,14872
5007,36.37.235.225,Mac_OS,GET,Noite,200,65748
5008,37.115.186.244,Windows_NT,POST,Noite,200,10975
5009,111.69.99.101,Mac_OS,GET,Noite,200,175208
5010,85.254.143.114,Linux,GET,Noite,200,50112
5011,85.254.143.114,Linux,GET,Noite,200,3638
5012,41.74.172.23,Linux,GET,Noite,200,18848
5013,41.74.172.23,Linux,GET,Noite,200,1015
5014,41.74.172.23,Linux,GET,Noite,200,4877
5015,41.74.172.23,Linux,GET,Noite,200,6146
5016,41.74.172.23,Linux,GET,Noite,200,52315
5017,41.74.172.23,Linux,GET,Noite,200,3638
5018,24.11.96.184,Linux,GET,Noite,200,145776
5019,46.105.14.53,Outro,GET,Noite,200,14872
5020,106.187.34.32,Linux,GET,Noite,301,339
5021,106.187.34.32,Linux,GET,Noite,200,12292
5022,106.187.34.32,Linux,GET,Noite,200,1015
5023,106.187.34.32,Linux,GET,Noite,200,4877
5024,106.187.34.32,Linux,GET,Noite,200,6146
5025,106.187.34.32,Linux,GET,Noite,200,52315
5026,188.205.61.177,Windows_NT,GET,Noite,200,12292
5027,188.205.61.177,Windows_NT,GET,Noite,200,1015
5028,188.205.61.177,Windows_NT,GET,Noite,200,4877
5029,188.205.61.177,Windows_NT,GET,Noite,200,6146
5030,188.205.61.177,Windows_NT,GET,Noite,200,52315
5031,188.205.61.177,Windows_NT,GET,Noite,200,3638
5032,193.105.0.2,Windows_NT,GET,Noite,200,47731
5033,95.128.40.244,Linux,GET,Noite,200,12292
5034,50.16.19.13,Outro,GET,Noite,200,14872
5035,74.125.40.23,Outro,GET,Noite,200,29941
5036,198.46.149.143,Outro,GET,Noite,200,9316
5037,198.46.149.143,Outro,GET,Noite,200,10756
5038,66.249.73.135,Mac_OS,GET,Noite,304,-
5039,97.74.24.112,Windows_NT,GET,Noite,200,95058
5040,121.244.49.42,Linux,GET,Noite,200,15796
5041,68.180.224.225,Outro,GET,Noite,200,692
5042,123.63.97.14,Outro,GET,Noite,200,65748
5043,74.208.16.115,Outro,GET,Noite,404,7861
5044,46.190.80.53,Outro,GET,Noite,200,12292
5045,46.105.14.53,Outro,GET,Noite,200,14872
5046,59.167.142.22,Windows_NT,GET,Noite,200,10301
5047,220.244.10.116,Windows_NT,GET,Noite,200,12292
5048,220.244.10.116,Windows_NT,GET,Noite,200,1015
5049,220.244.10.116,Windows_NT,GET,Noite,200,4877
5050,220.244.10.116,Windows_NT,GET,Noite,200,6146
5051,220.244.10.116,Windows_NT,GET,Noite,200,52315
5052,220.244.10.116,Windows_NT,GET,Noite,200,3638
5053,178.255.215.71,Outro,GET,Noite,200,8413
5054,208.91.156.11,Outro,GET,Noite,404,324
5055,209.148.84.30,Mac_OS,GET,Noite,200,54683
5056,178.152.18.59,Windows_NT,GET,Noite,200,18848
5057,178.152.18.59,Windows_NT,GET,Noite,200,1015
5058,178.152.18.59,Windows_NT,GET,Noite,200,4877
5059,178.152.18.59,Windows_NT,GET,Noite,200,6146
5060,178.152.18.59,Windows_NT,GET,Noite,200,52315
5061,178.152.18.59,Windows_NT,GET,Noite,200,3638
5062,66.249.73.135,Outro,GET,Noite,304,-
5063,194.254.139.66,Linux,GET,Noite,200,3638
5064,66.249.73.135,Mac_OS,GET,Noite,200,25522
5065,46.105.14.53,Outro,GET,Noite,200,14872
5066,115.77.7.145,Windows_NT,GET,Noite,200,18848
5067,115.77.7.145,Windows_NT,GET,Noite,200,1015
5068,115.77.7.145,Windows_NT,GET,Noite,200,4877
5069,115.77.7.145,Windows_NT,GET,Noite,200,3638
5070,115.77.7.145,Windows_NT,GET,Noite,200,6146
5071,115.77.7.145,Windows_NT,GET,Noite,200,52315
5072,115.77.7.145,Windows_NT,GET,Noite,200,18848
5073,66.249.73.135,Outro,GET,Noite,200,29941
5074,194.249.247.164,Windows_NT,GET,Noite,200,18848
5075,24.11.96.184,Linux,GET,Noite,200,8472
5076,24.11.96.184,Linux,GET,Noite,200,11859
5077,82.80.23.217,Windows_NT,GET,Noite,200,3638
5078,24.11.96.184,Linux,GET,Noite,200,4156
5079,24.11.96.184,Linux,GET,Noite,200,13533
5080,213.252.7.178,Mac_OS,GET,Noite,200,11275
5081,213.252.7.178,Mac_OS,GET,Noite,200,1015
5082,213.252.7.178,Mac_OS,GET,Noite,200,4877
5083,213.252.7.178,Mac_OS,GET,Noite,200,6146
5084,213.252.7.178,Mac_OS,GET,Noite,200,52315
5085,24.11.96.184,Linux,GET,Noite,200,7518
5086,183.91.14.219,Outro,GET,Noite,404,289
5087,180.76.5.119,Windows_NT,GET,Noite,200,-
5088,46.105.14.53,Outro,GET,Noite,200,14872
5089,207.45.249.135,Windows_NT,GET,Noite,200,17147
5090,207.45.249.135,Windows_NT,GET,Noite,200,1015
5091,207.45.249.135,Windows_NT,GET,Noite,200,4877
5092,207.45.249.135,Windows_NT,GET,Noite,200,6146
5093,207.45.249.135,Windows_NT,GET,Noite,200,52315
5094,66.249.73.185,Mac_OS,GET,Noite,304,-
5095,108.174.55.234,Outro,GET,Noite,200,29941
5096,218.28.225.87,Windows_NT,GET,Noite,200,3638
5097,209.17.114.78,Windows_NT,GET,Noite,200,97173
5098,24.11.96.184,Linux,GET,Noite,200,9938
5099,50.16.19.13,Outro,GET,Noite,200,14872
5100,74.125.176.149,Outro,GET,Noite,200,29941
5101,100.2.4.116,Mac_OS,GET,Noite,200,54306753
5102,100.2.4.116,Mac_OS,GET,Noite,200,9699
5103,202.76.247.11,Windows_NT,GET,Noite,200,24747
5104,46.105.14.53,Outro,GET,Noite,200,14872
5105,128.141.154.221,Linux,GET,Noite,200,203023
5106,107.170.41.69,Outro,GET,Noite,200,32352
5107,220.181.51.37,Windows_NT,GET,Noite,200,40923996
5108,62.44.32.116,Windows_NT,GET,Noite,200,17147
5109,62.44.32.116,Windows_NT,GET,Noite,200,1015
5110,62.44.32.116,Windows_NT,GET,Noite,200,4877
5111,62.44.32.116,Windows_NT,GET,Noite,200,6146
5112,62.44.32.116,Windows_NT,GET,Noite,200,52315
5113,62.44.32.116,Windows_NT,GET,Noite,200,3638
5114,68.4.202.231,Linux,GET,Noite,200,3638
5115,98.130.2.118,Outro,GET,Noite,404,292
5116,93.42.158.73,Linux,GET,Noite,200,18586
5117,46.105.14.53,Outro,GET,Noite,200,14872
5118,49.50.247.181,Windows_NT,GET,Noite,200,175208
5119,209.85.238.199,Outro,GET,Noite,200,16021
5120,208.93.0.48,Outro,GET,Noite,200,32352
5121,192.3.183.199,Mac_OS,GET,Noite,200,53270
5122,192.3.183.199,Mac_OS,GET,Noite,200,53270
5123,66.249.73.135,Outro,GET,Noite,200,16021
5124,183.179.22.186,Linux,GET,Noite,200,50112
5125,202.59.2.2,Windows_NT,GET,Noite,200,18985
5126,202.59.2.2,Windows_NT,GET,Noite,200,4877
5127,202.59.2.2,Windows_NT,GET,Noite,200,6146
5128,202.59.2.2,Windows_NT,GET,Noite,200,15141
5129,202.59.2.2,Windows_NT,GET,Noite,200,1015
5130,202.59.2.2,Windows_NT,GET,Noite,200,52315
5131,183.179.22.186,Linux,GET,Noite,301,339
5132,183.179.22.186,Linux,GET,Noite,200,12292
5133,202.59.2.2,Windows_NT,GET,Noite,200,3638
5134,183.179.22.186,Linux,GET,Noite,200,52315
5135,183.179.22.186,Linux,GET,Noite,301,341
5136,183.179.22.186,Linux,GET,Noite,200,1328
5137,183.179.22.186,Linux,GET,Noite,200,148
5138,183.179.22.186,Linux,GET,Noite,200,225
5139,183.179.22.186,Linux,GET,Noite,200,216
5140,183.179.22.186,Linux,GET,Noite,200,1328
5141,183.179.22.186,Linux,GET,Noite,200,3870
5142,183.179.22.186,Linux,GET,Noite,200,1844
5143,183.179.22.186,Linux,GET,Noite,200,3843
5144,183.179.22.186,Linux,GET,Noite,200,21330
5145,183.179.22.186,Linux,GET,Noite,200,7911
5146,183.179.22.186,Linux,GET,Noite,200,527
5147,183.179.22.186,Linux,GET,Noite,200,273
5148,183.179.22.186,Linux,GET,Noite,200,1281
5149,183.179.22.186,Linux,GET,Noite,200,35
5150,183.179.22.186,Linux,GET,Noite,200,2585
5151,183.179.22.186,Linux,GET,Noite,200,706
5152,183.179.22.186,Linux,GET,Noite,200,145776
5153,103.9.43.132,Mac_OS,GET,Noite,200,175208
5154,183.179.22.186,Linux,GET,Noite,200,5054
5155,183.179.22.186,Linux,GET,Noite,200,9938
5156,66.249.73.135,Mac_OS,GET,Noite,200,35875
5157,183.179.22.186,Linux,GET,Noite,200,4465
5158,46.105.14.53,Outro,GET,Noite,200,14872
5159,216.152.249.242,Windows_NT,GET,Noite,200,23353
5160,216.152.249.242,Windows_NT,GET,Noite,301,338
5161,216.152.249.242,Windows_NT,GET,Noite,200,19964
5162,216.152.249.242,Windows_NT,GET,Noite,301,344
5163,216.152.249.242,Windows_NT,GET,Noite,200,11628
5164,216.152.249.242,Windows_NT,GET,Noite,200,11474
5165,216.152.249.242,Windows_NT,GET,Noite,200,24410
5166,216.152.249.242,Windows_NT,GET,Noite,200,37932
5167,183.179.22.186,Linux,GET,Noite,200,1328
5168,216.152.249.242,Windows_NT,GET,Noite,200,25606
5169,183.179.22.186,Linux,GET,Noite,200,959
5170,183.179.22.186,Linux,GET,Noite,200,2216
5171,183.179.22.186,Linux,GET,Noite,200,245
5172,216.152.249.242,Windows_NT,GET,Noite,301,331
5173,183.179.22.186,Linux,GET,Noite,200,959
5174,216.152.249.242,Windows_NT,GET,Noite,200,9981
5175,216.152.249.242,Windows_NT,GET,Noite,200,19735
5176,183.179.22.186,Linux,GET,Noite,200,1328
5177,183.179.22.186,Linux,GET,Noite,200,4903
5178,183.179.22.186,Linux,GET,Noite,200,229
5179,183.179.22.186,Linux,GET,Noite,200,1038
5180,216.152.249.242,Windows_NT,GET,Noite,200,18848
5181,216.152.249.242,Windows_NT,GET,Noite,200,12700
5182,216.152.249.242,Windows_NT,GET,Noite,200,18586
5183,216.152.249.242,Windows_NT,GET,Noite,200,16543
5184,216.152.249.242,Windows_NT,GET,Noite,200,9313
5185,216.152.249.242,Windows_NT,GET,Noite,200,9489
5186,216.152.249.242,Windows_NT,GET,Noite,200,8474
5187,216.152.249.242,Windows_NT,GET,Noite,200,8890
5188,216.152.249.242,Windows_NT,GET,Noite,200,9551
5189,216.152.249.242,Windows_NT,GET,Noite,200,10488
5190,216.152.249.242,Windows_NT,GET,Noite,200,33820
5191,92.163.85.51,Mac_OS,GET,Noite,200,9571
5192,92.163.85.51,Mac_OS,GET,Noite,200,1015
5193,92.163.85.51,Mac_OS,GET,Noite,200,4877
5194,92.163.85.51,Mac_OS,GET,Noite,200,6146
5195,92.163.85.51,Mac_OS,GET,Noite,200,52315
5196,92.163.85.51,Mac_OS,GET,Noite,200,3638
5197,216.152.249.242,Windows_NT,GET,Noite,200,28370
5198,180.76.6.153,Outro,GET,Noite,200,3179
5199,188.165.58.197,Mac_OS,GET,Noite,200,37932
5200,217.12.215.94,Mac_OS,GET,Noite,200,54662
5201,66.249.73.135,Mac_OS,GET,Noite,200,8555
5202,209.85.238.199,Outro,GET,Noite,200,1370
5203,37.220.7.250,Mac_OS,GET,Noite,200,37932
5204,37.220.7.250,Mac_OS,GET,Noite,200,8948
5205,50.16.19.13,Outro,GET,Noite,200,14872
5206,46.105.14.53,Outro,GET,Noite,200,14872
5207,195.27.15.134,Windows_NT,GET,Noite,200,3638
5208,74.125.19.82,Outro,GET,Noite,200,29941
5209,96.49.214.84,Windows_NT,GET,Noite,200,11834
5210,96.49.214.84,Windows_NT,GET,Noite,200,1015
5211,96.49.214.84,Windows_NT,GET,Noite,200,4877
5212,96.49.214.84,Windows_NT,GET,Noite,200,3638
5213,96.49.214.84,Windows_NT,GET,Noite,200,6146
5214,96.49.214.84,Windows_NT,GET,Noite,200,36159
5215,96.49.214.84,Windows_NT,GET,Noite,200,52315
5216,113.212.70.121,Mac_OS,GET,Noite,301,353
5217,113.212.70.121,Mac_OS,GET,Noite,200,37269
5218,113.212.70.121,Mac_OS,GET,Noite,200,24747
5219,209.17.114.78,Windows_NT,GET,Noite,200,95058
5220,66.249.73.135,Outro,GET,Noite,200,36398
5221,178.255.215.83,Outro,GET,Noite,200,10865
5222,66.249.73.135,Outro,GET,Noite,200,8552
5223,184.154.153.210,Mac_OS,GET,Noite,200,37932
5224,184.154.153.210,Mac_OS,GET,Noite,200,8948
5225,180.76.6.148,Windows_NT,GET,Noite,200,-
5226,208.91.156.11,Outro,GET,Noite,404,324
5227,203.122.224.39,Linux,GET,Noite,200,24839
5228,203.122.224.39,Linux,GET,Noite,200,2816
5229,203.122.224.39,Linux,GET,Noite,200,1251
5230,203.122.224.39,Linux,GET,Noite,200,1206
5231,203.122.224.39,Linux,GET,Noite,200,2937
5232,203.122.224.39,Linux,GET,Noite,200,3638
5233,66.249.73.135,Outro,GET,Noite,200,32352
5234,209.85.238.199,Outro,GET,Noite,200,29941
5235,209.85.238.199,Outro,GET,Noite,200,32352
5236,81.198.20.11,Outro,GET,Noite,200,37936
5237,81.198.20.11,Outro,HEAD,Noite,200,-
5238,91.9.25.91,Linux,GET,Noite,200,50112
5239,46.105.14.53,Outro,GET,Noite,200,14872
5240,193.252.149.222,Linux,GET,Noite,200,3638
5241,208.93.0.48,Outro,GET,Noite,200,29941
5242,46.119.121.49,Outro,GET,Noite,200,48437287
5243,66.249.73.135,Mac_OS,GET,Noite,200,9917
5244,77.11.205.74,Linux,GET,Noite,200,12292
5245,77.11.205.74,Linux,GET,Noite,200,1015
5246,77.11.205.74,Linux,GET,Noite,200,4877
5247,77.11.205.74,Linux,GET,Noite,200,6146
5248,77.11.205.74,Linux,GET,Noite,200,52315
5249,77.11.205.74,Linux,GET,Manhã,200,3638
5250,61.135.169.84,Mac_OS,GET,Manhã,200,12292
5251,61.135.169.84,Mac_OS,GET,Manhã,200,6146
5252,61.135.169.84,Mac_OS,GET,Manhã,200,4877
5253,61.135.169.84,Mac_OS,GET,Manhã,200,1015
5254,61.135.169.84,Mac_OS,GET,Manhã,200,52315
5255,61.135.169.84,Mac_OS,GET,Manhã,200,3638
5256,68.180.224.225,Outro,GET,Manhã,200,53811944
5257,178.255.215.71,Outro,GET,Manhã,200,9085
5258,62.4.23.48,Windows_NT,GET,Manhã,200,16543
5259,46.105.14.53,Outro,GET,Manhã,200,14872
5260,178.32.216.134,Outro,GET,Manhã,200,12292
5261,178.32.216.134,Outro,GET,Manhã,200,12292
5262,193.58.82.178,Windows_NT,GET,Manhã,200,22586
5263,193.58.82.178,Outro,GET,Manhã,200,4877
5264,193.58.82.178,Outro,GET,Manhã,200,3638
5265,5.0.46.207,Windows_NT,GET,Manhã,200,394967
5266,197.187.26.144,Outro,GET,Manhã,200,65748
5267,74.93.1.97,Windows_NT,HEAD,Manhã,200,-
5268,198.46.149.143,Outro,GET,Manhã,200,9316
5269,198.46.149.143,Outro,GET,Manhã,200,10756
5270,66.249.73.185,Outro,GET,Manhã,304,-
5271,66.249.73.185,Outro,GET,Manhã,304,-
5272,66.249.73.135,Mac_OS,GET,Manhã,200,18848
5273,66.249.73.185,Outro,GET,Manhã,304,-
5274,113.212.68.167,Mac_OS,GET,Manhã,200,18848
5275,113.212.68.167,Mac_OS,GET,Manhã,200,18848
5276,46.105.14.53,Outro,GET,Manhã,200,14872
5277,50.16.19.13,Outro,GET,Manhã,200,14872
5278,210.71.251.31,Windows_NT,GET,Manhã,200,15796
5279,210.71.251.31,Windows_NT,GET,Manhã,200,1015
5280,210.71.251.31,Windows_NT,GET,Manhã,200,4877
5281,210.71.251.31,Windows_NT,GET,Manhã,200,3638
5282,210.71.251.31,Windows_NT,GET,Manhã,200,6146
5283,210.71.251.31,Windows_NT,GET,Manhã,200,52315
5284,66.249.93.91,Windows_NT,GET,Manhã,200,37932
5285,66.249.93.91,Windows_NT,GET,Manhã,200,3638
5286,85.248.108.8,Windows_NT,GET,Manhã,200,12292
5287,85.248.108.8,Windows_NT,GET,Manhã,200,1015
5288,85.248.108.8,Windows_NT,GET,Manhã,200,4877
5289,85.248.108.8,Windows_NT,GET,Manhã,200,3638
5290,85.248.108.8,Windows_NT,GET,Manhã,200,6146
5291,85.248.108.8,Windows_NT,GET,Manhã,200,52315
5292,118.186.69.62,Mac_OS,GET,Manhã,200,37932
5293,118.186.69.62,Mac_OS,GET,Manhã,200,16543
5294,74.125.19.82,Outro,GET,Manhã,200,29941
5295,173.252.74.113,Outro,GET,Manhã,200,10331
5296,173.252.74.119,Outro,GET,Manhã,206,6146
5297,173.252.74.112,Outro,GET,Manhã,206,6146
5298,173.252.77.116,Outro,GET,Manhã,206,6146
5299,122.57.173.238,Windows_NT,GET,Manhã,304,-
5300,162.210.196.130,Outro,GET,Manhã,200,-
5301,162.210.196.130,Outro,GET,Manhã,200,37932
5302,66.249.73.135,Outro,GET,Manhã,304,-
5303,107.170.40.198,Outro,GET,Manhã,200,32352
5304,46.105.14.53,Outro,GET,Manhã,200,14872
5305,89.216.30.194,Windows_NT,GET,Manhã,200,18985
